statename,Districtname,block,pincode,,
Andhra Pradesh,Guntur,Nadendla,522234,,
Andhra Pradesh,Guntur,Nadendla,522549,,
Andhra Pradesh,Guntur,Nadendla,522619,,
Andhra Pradesh,Guntur,Nagaram,522268,,
Andhra Pradesh,Guntur,Nandivelugu,522306,,
Andhra Pradesh,Guntur,Narasaraopet,522601,,
Andhra Pradesh,Guntur,Narasaraopet,522603,,
Andhra Pradesh,Guntur,Narasaraopet,522647,,
Andhra Pradesh,Guntur,Narasaraopet,522649,,
Andhra Pradesh,Guntur,Nekarikallu,522615,,
Andhra Pradesh,Guntur,Nizampatnam,522314,,
Andhra Pradesh,Guntur,Nuzendla,522659,,
Andhra Pradesh,Guntur,Nuzendla,522660,,
Andhra Pradesh,Guntur,Patsalatadiparru,522316,,
Andhra Pradesh,Guntur,Pedakurapadu,522402,,
Andhra Pradesh,Guntur,Pedakurapadu,522436,,
Andhra Pradesh,Guntur,Pedapalem,522305,,
Andhra Pradesh,Guntur,Phirangipuram,522529,,
Andhra Pradesh,Guntur,Piduguralla,522413,,
Andhra Pradesh,Guntur,Piduguralla,522437,,
Andhra Pradesh,Guntur,Ponnur,522124,,
Andhra Pradesh,Guntur,Rentachintala,522421,,
Andhra Pradesh,Guntur,Repalle,522265,,
Andhra Pradesh,Guntur,Rompicherla,522617,,
Andhra Pradesh,Guntur,Sattenapalle,522403,,
Andhra Pradesh,Guntur,Savalyapuram,522646,,
Andhra Pradesh,Guntur,Stuvartpuram,522317,,
Andhra Pradesh,Guntur,Tenali,522201,,
Andhra Pradesh,Guntur,Tenali,522202,,
Andhra Pradesh,Guntur,Tsunduru,522318,,
Andhra Pradesh,Guntur,Turumella,522312,,
Andhra Pradesh,Guntur,Vemuru,522261,,
Andhra Pradesh,Guntur,Vinukonda,522657,,
Andhra Pradesh,Krishna,A.Konduru,521226,,
Andhra Pradesh,Krishna,A.Konduru,521227,,
Andhra Pradesh,Krishna,Agiripalle,521211,,
Andhra Pradesh,Krishna,Akunuru,521245,,
Andhra Pradesh,Krishna,Avanigadda,521121,,
Andhra Pradesh,Krishna,Avanigadda,521122,,
Andhra Pradesh,Krishna,Avanigadda,521328,,
Andhra Pradesh,Krishna,Bandar,521001,,
Andhra Pradesh,Krishna,Bandar,521002,,
Andhra Pradesh,Krishna,Bandar,521003,,
Andhra Pradesh,Krishna,Bantumalli,521369,,
Andhra Pradesh,Krishna,Bantumilli,521324,,
Andhra Pradesh,Krishna,Bantumilli,521329,,
Andhra Pradesh,Krishna,Bantumilli,521345,,
Andhra Pradesh,Krishna,Bapulapadu,521105,,
Andhra Pradesh,Krishna,Bapulapadu,521106,,
Andhra Pradesh,Krishna,Bapulapadu,521111,,
Andhra Pradesh,Krishna,Chadarlapadu,521182,,
Andhra Pradesh,Krishna,Challapalli,521126,,
Andhra Pradesh,Krishna,Challapalli,521131,,
Andhra Pradesh,Krishna,Challapalli,521132,,
Andhra Pradesh,Krishna,Chatrai,521213,,
Andhra Pradesh,Krishna,Chatrai,521214,,
Andhra Pradesh,Krishna,Gampalagudem,521403,,
Andhra Pradesh,Krishna,Gannavaram,521101,,
Andhra Pradesh,Krishna,Ghantasala,521133,,
Andhra Pradesh,Krishna,Ghantasala,521150,,
Andhra Pradesh,Krishna,Gudivada,521301,,
Andhra Pradesh,Krishna,Gudivada,521322,,
Andhra Pradesh,Krishna,Gudivada,521323,,
Andhra Pradesh,Krishna,Gudivada,521325,,
Andhra Pradesh,Krishna,Gudivada,521327,,
Andhra Pradesh,Krishna,Gudivada,521330,,
Andhra Pradesh,Krishna,Gudlavalleru,521331,,
Andhra Pradesh,Krishna,Gudlavalleru,521332,,
Andhra Pradesh,Krishna,Gudlavalleru,521356,,
Andhra Pradesh,Krishna,Guduru,521149,,
Andhra Pradesh,Krishna,Guduru,521156,,
Andhra Pradesh,Krishna,Guduru,521162,,
Andhra Pradesh,Krishna,Ibrahimpatnam,521456,,
Andhra Pradesh,Krishna,Jaggaiahpet,521457,,
Andhra Pradesh,Krishna,Jaggayyapeta,521175,,
Andhra Pradesh,Krishna,Kaikalur,521333,,
Andhra Pradesh,Krishna,Kaikalur,521340,,
Andhra Pradesh,Krishna,Kaikalur,521343,,
Andhra Pradesh,Krishna,Kakulapadu,521260,,
Andhra Pradesh,Krishna,Kalidindi,521344,,
Andhra Pradesh,Krishna,Kankipadu,521151,,
Andhra Pradesh,Krishna,Katuru,521164,,
Andhra Pradesh,Krishna,Kondapalli,521228,,
Andhra Pradesh,Krishna,Krishna,520001,,
Andhra Pradesh,Krishna,Krishna,520012,,
Andhra Pradesh,Krishna,Krishna,521102,,
Andhra Pradesh,Krishna,Krishna,521104,,
Andhra Pradesh,Krishna,Krishna,521107,,
Andhra Pradesh,Krishna,Krishna,521108,,
Andhra Pradesh,Krishna,Krishna,521109,,
Andhra Pradesh,Krishna,Krishna,521110,,
Andhra Pradesh,Krishna,Krishna,521137,,
Andhra Pradesh,Krishna,Krishna,521139,,
Andhra Pradesh,Krishna,Krishna,521163,,
Andhra Pradesh,Krishna,Krishna,521165,,
Andhra Pradesh,Krishna,Krishna,521170,,
Andhra Pradesh,Krishna,Krishna,521178,,
Andhra Pradesh,Krishna,Krishna,521180,,
Andhra Pradesh,Krishna,Krishna,521181,,
Andhra Pradesh,Krishna,Krishna,521183,,
Andhra Pradesh,Krishna,Krishna,521185,,
Andhra Pradesh,Krishna,Krishna,521190,,
Andhra Pradesh,Krishna,Krishna,521212,,
Andhra Pradesh,Krishna,Krishna,521225,,
Andhra Pradesh,Krishna,Krishna,521229,,
Andhra Pradesh,Krishna,Krishna,521230,,
Andhra Pradesh,Krishna,Krishna,521235,,
Andhra Pradesh,Krishna,Krishna,521241,,
Andhra Pradesh,Krishna,Krishna,521246,,
Andhra Pradesh,Krishna,Krishna,521247,,
Andhra Pradesh,Krishna,Krishna,521250,,
Andhra Pradesh,Krishna,Krishna,521256,,
Andhra Pradesh,Krishna,Krishna,521286,,
Andhra Pradesh,Krishna,Krishna,521401,,
Andhra Pradesh,Krishna,Krishna,521402,,
Andhra Pradesh,Krishna,Mandavalli,521326,,
Andhra Pradesh,Krishna,Mopidevi,521125,,
Andhra Pradesh,Krishna,Mopidevi,521130,,
Andhra Pradesh,Krishna,Movva,521135,,
Andhra Pradesh,Krishna,Movva,521136,,
Andhra Pradesh,Krishna,Movva,521138,,
Andhra Pradesh,Krishna,Movva,521158,,
Andhra Pradesh,Krishna,Musunuru,521207,,
Andhra Pradesh,Krishna,Nagayalanka,521120,,
Andhra Pradesh,Krishna,Nandivada,521321,,
Andhra Pradesh,Krishna,Nuz Id,521202,,
Andhra Pradesh,Krishna,Nuzvid,521201,,
Andhra Pradesh,Krishna,Pamarru,521157,,
Andhra Pradesh,Krishna,Pamarru,521390,,
Andhra Pradesh,Krishna,Pedana,521366,,
Andhra Pradesh,Krishna,Pedaparupudi,521148,,
Andhra Pradesh,Krishna,Pedaparupudi,521263,,
Andhra Pradesh,Krishna,Penamaluru Mandal,521134,,
Andhra Pradesh,Krishna,Reddigudem,521215,,
Andhra Pradesh,Krishna,Vijayawada (Rural),520007,,
Andhra Pradesh,Krishna,Vijayawada (Urban),520002,,
Andhra Pradesh,Krishna,Vijayawada (Urban),520003,,
Andhra Pradesh,Krishna,Vijayawada (Urban),520004,,
Andhra Pradesh,Krishna,Vijayawada (Urban),520008,,
Andhra Pradesh,Krishna,Vijayawada (Urban),520010,,
Andhra Pradesh,Krishna,Vijayawada (Urban),520011,,
Andhra Pradesh,Krishna,Vijayawada (Urban),520013,,
Andhra Pradesh,Krishna,Vijayawada (Urban),520015,,
Andhra Pradesh,Krishna,Vunguturu,521311,,
Andhra Pradesh,Krishna,Vunguturu,521312,,
Andhra Pradesh,Krishna,Vuyyur,521261,,
Andhra Pradesh,Krishna,Vuyyuru,521153,,
Andhra Pradesh,Kurnool,Adoni,518301,,
Andhra Pradesh,Kurnool,Adoni,518323,,
Andhra Pradesh,Kurnool,Adoni,518344,,
Andhra Pradesh,Kurnool,Adoni,518360,,
Andhra Pradesh,Kurnool,Adoni,518395,,
Andhra Pradesh,Kurnool,Allagadda,518502,,
Andhra Pradesh,Kurnool,Allagadda,518510,,
Andhra Pradesh,Kurnool,Allagadda,518543,,
Andhra Pradesh,Kurnool,Allagadda,518553,,
Andhra Pradesh,Kurnool,Allagadda,518563,,
Andhra Pradesh,Kurnool,Allagadda,518573,,
Andhra Pradesh,Kurnool,Allagadda,518583,,
Andhra Pradesh,Kurnool,Allagadda,518593,,
Andhra Pradesh,Kurnool,Allagadda,518594,,
Andhra Pradesh,Kurnool,Allagadda,518674,,
Andhra Pradesh,Kurnool,Banaganapalle,518112,,
Andhra Pradesh,Kurnool,Banaganapalle,518123,,
Andhra Pradesh,Kurnool,Banaganapalle,518124,,
Andhra Pradesh,Kurnool,Banaganapalle,518176,,
Andhra Pradesh,Kurnool,Banaganapalle,518186,,
Andhra Pradesh,Kurnool,Banaganapalli,518166,,
Andhra Pradesh,Kurnool,Bandi Atmakur,518513,,
Andhra Pradesh,Kurnool,Bethamcherla,518206,,
Andhra Pradesh,Kurnool,Bethamcherla,518217,,
Andhra Pradesh,Kurnool,Bethamcherla,518468,,
Andhra Pradesh,Kurnool,Bethamcherla,518598,,
Andhra Pradesh,Kurnool,Bethamcherla,518599,,
Andhra Pradesh,Kurnool,C.Belagal,518462,,
Andhra Pradesh,Kurnool,Devanakonda,518220,,
Andhra Pradesh,Kurnool,Devanakonda,518465,,
Andhra Pradesh,Kurnool,Dhone,518222,,
Andhra Pradesh,Kurnool,Dornipadu,518135,,
Andhra Pradesh,Kurnool,Gadivemula,518508,,
Andhra Pradesh,Kurnool,Gonegandla,518350,,
Andhra Pradesh,Kurnool,Gonegandla,518463,,
Andhra Pradesh,Kurnool,Jupadu Bungalow,518422,,
Andhra Pradesh,Kurnool,Kallur,518003,,
Andhra Pradesh,Kurnool,Kodumur,518464,,
Andhra Pradesh,Kurnool,Koilakuntla,518122,,
Andhra Pradesh,Kurnool,Koilakuntla,518134,,
Andhra Pradesh,Kurnool,Koilakuntla,518145,,
Andhra Pradesh,Kurnool,Koilakuntla,518155,,
Andhra Pradesh,Kurnool,Koilakuntla,518165,,
Andhra Pradesh,Kurnool,Koilkuntla,518196,,
Andhra Pradesh,Kurnool,Krishnagiri,518467,,
Andhra Pradesh,Kurnool,Kurnool,518001,,
Andhra Pradesh,Kurnool,Kurnool,518002,,
Andhra Pradesh,Kurnool,Kurnool,518004,,
Andhra Pradesh,Kurnool,Kurnool,518005,,
Andhra Pradesh,Kurnool,Kurnool,518006,,
Andhra Pradesh,Kurnool,Kurnool,518007,,
Andhra Pradesh,Kurnool,Kurnool,518010,,
Andhra Pradesh,Kurnool,Kurnool,518101,,
Andhra Pradesh,Kurnool,Kurnool,518216,,
Andhra Pradesh,Kurnool,Kurnool,518218,,
Andhra Pradesh,Kurnool,Kurnool,518221,,
Andhra Pradesh,Kurnool,Kurnool,518225,,
Andhra Pradesh,Kurnool,Kurnool,518302,,
Andhra Pradesh,Kurnool,Kurnool,518308,,
Andhra Pradesh,Kurnool,Kurnool,518313,,
Andhra Pradesh,Kurnool,Kurnool,518333,,
Andhra Pradesh,Kurnool,Kurnool,518343,,
Andhra Pradesh,Kurnool,Kurnool,518345,,
Andhra Pradesh,Kurnool,Kurnool,518346,,
Andhra Pradesh,Kurnool,Kurnool,518347,,
Andhra Pradesh,Kurnool,Kurnool,518348,,
Andhra Pradesh,Kurnool,Kurnool,518349,,
Andhra Pradesh,Kurnool,Kurnool,518380,,
Andhra Pradesh,Kurnool,Kurnool,518385,,
Andhra Pradesh,Kurnool,Kurnool,518390,,
Andhra Pradesh,Kurnool,Kurnool,518396,,
Andhra Pradesh,Kurnool,Kurnool,518401,,
Andhra Pradesh,Kurnool,Kurnool,518405,,
Andhra Pradesh,Kurnool,Kurnool,518411,,
Andhra Pradesh,Kurnool,Kurnool,518412,,
Andhra Pradesh,Kurnool,Kurnool,518432,,
Andhra Pradesh,Kurnool,Kurnool,518442,,
Andhra Pradesh,Kurnool,Kurnool,518452,,
Andhra Pradesh,Kurnool,Kurnool,518466,,
Andhra Pradesh,Kurnool,Kurnool,518533,,
Andhra Pradesh,Kurnool,Nandyal,518501,,
Andhra Pradesh,Kurnool,Nandyal,518511,,
Andhra Pradesh,Kurnool,Nandyal,518512,,
Andhra Pradesh,Kurnool,Nandyal,518523,,
Andhra Pradesh,Kurnool,Srisailam,518102,,
Andhra Pradesh,Nellore,A.s.peta,524304,,
Andhra Pradesh,Nellore,Allur,524315,,
Andhra Pradesh,Nellore,Ananatasagaram,524302,,
Andhra Pradesh,Nellore,Anemadugu,524203,,
Andhra Pradesh,Nellore,Atmakur,524322,,
Andhra Pradesh,Nellore,Atmakur(nl),524301,,
Andhra Pradesh,Nellore,Atmakur(nl),524303,,
Andhra Pradesh,Nellore,Atmakur(nl),524307,,
Andhra Pradesh,Nellore,Atmakur(nl),524308,,
Andhra Pradesh,Nellore,Balayapalli,524404,,
Andhra Pradesh,Nellore,Bitragunta,524142,,
Andhra Pradesh,Nellore,Brahmadevam,524346,,
Andhra Pradesh,Nellore,Buchireddipalem Mandalam,524305,,
Andhra Pradesh,Nellore,Buchireddypalem Mandalam,524306,,
Andhra Pradesh,Nellore,Chakalakonda,524221,,
Andhra Pradesh,Nellore,Chejerla,524341,,
Andhra Pradesh,Nellore,Chillakur,524412,,
Andhra Pradesh,Nellore,Chittamur,524127,,
Andhra Pradesh,Nellore,Chittamur,524403,,
Andhra Pradesh,Nellore,Dagadarthi,524240,,
Andhra Pradesh,Nellore,Dakkili,524134,,
Andhra Pradesh,Nellore,Damavaram,524152,,
Andhra Pradesh,Nellore,Doravarisatram,524121,,
Andhra Pradesh,Nellore,Doravarisatram,524123,,
Andhra Pradesh,Nellore,Doravarisatram,524126,,
Andhra Pradesh,Nellore,Duthalur,524222,,
Andhra Pradesh,Nellore,Gandavaram,524317,,
Andhra Pradesh,Nellore,Gandipalem,524236,,
Andhra Pradesh,Nellore,Gudur,524101,,
Andhra Pradesh,Nellore,Gudur,524131,,
Andhra Pradesh,Nellore,Gudur,524406,,
Andhra Pradesh,Nellore,Gudur,524409,,
Andhra Pradesh,Nellore,Gudur,524410,,
Andhra Pradesh,Nellore,Gumparlapadu,524234,,
Andhra Pradesh,Nellore,Indukurpeta,524314,,
Andhra Pradesh,Nellore,Indukurpeta Mandalam,524313,,
Andhra Pradesh,Nellore,Jaladanki,524223,,
Andhra Pradesh,Nellore,Kaligiri,524224,,
Andhra Pradesh,Nellore,Kaluvoya,524342,,
Andhra Pradesh,Nellore,Kaluvoya,524343,,
Andhra Pradesh,Nellore,Kavali,524201,,
Andhra Pradesh,Nellore,Kavali,524239,,
Andhra Pradesh,Nellore,Kodavalur,524316,,
Andhra Pradesh,Nellore,Kodavalur,524319,,
Andhra Pradesh,Nellore,Kodavalur Mandalam,524318,,
Andhra Pradesh,Nellore,Kota,524411,,
Andhra Pradesh,Nellore,Kovur,524137,,
Andhra Pradesh,Nellore,Manubolu,524405,,
Andhra Pradesh,Nellore,Marripadu,524312,,
Andhra Pradesh,Nellore,Muthukur,524344,,
Andhra Pradesh,Nellore,Naidupeta,524421,,
Andhra Pradesh,Nellore,Nandipadu,524230,,
Andhra Pradesh,Nellore,Nellore,524001,,
Andhra Pradesh,Nellore,Nellore,524002,,
Andhra Pradesh,Nellore,Nellore,524003,,
Andhra Pradesh,Nellore,Nellore,524004,,
Andhra Pradesh,Nellore,Nellore,524005,,
Andhra Pradesh,Nellore,Nellore,524311,,
Andhra Pradesh,Nellore,Northrajupalem Mandalam,524366,,
Andhra Pradesh,Nellore,Pellakur,524129,,
Andhra Pradesh,Nellore,Podalakur,524309,,
Andhra Pradesh,Nellore,Podalakur,524345,,
Andhra Pradesh,Nellore,Rapur,524408,,
Andhra Pradesh,Nellore,Rapur,524414,,
Andhra Pradesh,Nellore,Seetaramapuram,524310,,
Andhra Pradesh,Nellore,Siddanakonduru,524225,,
Andhra Pradesh,Nellore,Sullurpeta,524124,,
Andhra Pradesh,Nellore,Survepalli,524321,,
Andhra Pradesh,Nellore,Sydapuram,524407,,
Andhra Pradesh,Nellore,Tada,524401,,
Andhra Pradesh,Nellore,Udayagiri,524226,,
Andhra Pradesh,Nellore,Vakadu,524413,,
Andhra Pradesh,Nellore,Vakadu,524415,,
Andhra Pradesh,Nellore,Varikuntapadu,524227,,
Andhra Pradesh,Nellore,Venkatachala Satram,524320,,
Andhra Pradesh,Nellore,Venkatachalam,524323,,
Andhra Pradesh,Nellore,Venkatagiri,524132,,
Andhra Pradesh,Nellore,Vinjamoor,524228,,
Andhra Pradesh,Nellore,Vojili,524402,,
Andhra Pradesh,Prakasam,Addanki,523201,,
Andhra Pradesh,Prakasam,Ardhaveedu,523335,,
Andhra Pradesh,Prakasam,Bestawaripeta,523334,,
Andhra Pradesh,Prakasam,Bestawaripeta,523346,,
Andhra Pradesh,Prakasam,Chiral,523157,,
Andhra Pradesh,Prakasam,Chiral,523169,,
Andhra Pradesh,Prakasam,Chirala,523135,,
Andhra Pradesh,Prakasam,Chirala,523155,,
Andhra Pradesh,Prakasam,Chirala,523156,,
Andhra Pradesh,Prakasam,Chirala,523165,,
Andhra Pradesh,Prakasam,Chirala,523166,,
Andhra Pradesh,Prakasam,Chirala,523167,,
Andhra Pradesh,Prakasam,Chirala,523168,,
Andhra Pradesh,Prakasam,Chirala,523170,,
Andhra Pradesh,Prakasam,Chirala,523171,,
Andhra Pradesh,Prakasam,Chirala,523181,,
Andhra Pradesh,Prakasam,Chirala,523184,,
Andhra Pradesh,Prakasam,Chirala,523185,,
Andhra Pradesh,Prakasam,Chirala,523187,,
Andhra Pradesh,Prakasam,Chirala,523190,,
Andhra Pradesh,Prakasam,Chirala,523214,,
Andhra Pradesh,Prakasam,Cumbum,523333,,
Andhra Pradesh,Prakasam,Cumbum,523336,,
Andhra Pradesh,Prakasam,Cumbum,523370,,
Andhra Pradesh,Prakasam,Cumbum,523372,,
Andhra Pradesh,Prakasam,Donakonda,523305,,
Andhra Pradesh,Prakasam,Dornala,523331,,
Andhra Pradesh,Prakasam,Giddalur,523356,,
Andhra Pradesh,Prakasam,Giddalur,523357,,
Andhra Pradesh,Prakasam,Giddalur,523367,,
Andhra Pradesh,Prakasam,Giddalur,523368,,
Andhra Pradesh,Prakasam,Giddalur,523369,,
Andhra Pradesh,Prakasam,Giddalur,523373,,
Andhra Pradesh,Prakasam,Kandukur,523101,,
Andhra Pradesh,Prakasam,Kandukur,523104,,
Andhra Pradesh,Prakasam,Kandukur,523105,,
Andhra Pradesh,Prakasam,Kandukur,523109,,
Andhra Pradesh,Prakasam,Kandukur,523113,,
Andhra Pradesh,Prakasam,Kandukur,523114,,
Andhra Pradesh,Prakasam,Kandukur,523115,,
Andhra Pradesh,Prakasam,Kandukur,523116,,
Andhra Pradesh,Prakasam,Kandukur,523270,,
Andhra Pradesh,Prakasam,Kandukur,523271,,
Andhra Pradesh,Prakasam,Kandukur,523273,,
Andhra Pradesh,Prakasam,Kandukur,523274,,
Andhra Pradesh,Prakasam,Kandukur,523279,,
Andhra Pradesh,Prakasam,Kandukur,523281,,
Andhra Pradesh,Prakasam,Kandukur,523291,,
Andhra Pradesh,Prakasam,Kandukur,523292,,
Andhra Pradesh,Prakasam,Kanigiri,523108,,
Andhra Pradesh,Prakasam,Kanigiri,523110,,
Andhra Pradesh,Prakasam,Kanigiri,523111,,
Andhra Pradesh,Prakasam,Kanigiri,523112,,
Andhra Pradesh,Prakasam,Kanigiri,523117,,
Andhra Pradesh,Prakasam,Kanigiri,523223,,
Andhra Pradesh,Prakasam,Kanigiri,523224,,
Andhra Pradesh,Prakasam,Kanigiri,523227,,
Andhra Pradesh,Prakasam,Kanigiri,523228,,
Andhra Pradesh,Prakasam,Kanigiri,523230,,
Andhra Pradesh,Prakasam,Kanigiri,523240,,
Andhra Pradesh,Prakasam,Kanigiri,523241,,
Andhra Pradesh,Prakasam,Kanigiri,523245,,
Andhra Pradesh,Prakasam,Kanigiri,523246,,
Andhra Pradesh,Prakasam,Kanigiri,523247,,
Andhra Pradesh,Prakasam,Kanigiri,523252,,
Andhra Pradesh,Prakasam,Kanigiri,523253,,
Andhra Pradesh,Prakasam,Kanigiri,523254,,
Andhra Pradesh,Prakasam,Kanigiri,523265,,
Andhra Pradesh,Prakasam,Kanigiri,523304,,
Andhra Pradesh,Prakasam,Kotha Patnam,523182,,
Andhra Pradesh,Prakasam,Markapur,523315,,
Andhra Pradesh,Prakasam,Markapur,523316,,
Andhra Pradesh,Prakasam,Markapur,523320,,
Andhra Pradesh,Prakasam,Markapur,523326,,
Andhra Pradesh,Prakasam,Markapur,523327,,
Andhra Pradesh,Prakasam,Markapur,523328,,
Andhra Pradesh,Prakasam,Markapur,523329,,
Andhra Pradesh,Prakasam,Markapur,523330,,
Andhra Pradesh,Prakasam,Markapur,523332,,
Andhra Pradesh,Prakasam,Markapur,523371,,
Andhra Pradesh,Prakasam,Ongole,523001,,
Andhra Pradesh,Prakasam,Ongole,523002,,
Andhra Pradesh,Prakasam,Ongole,523180,,
Andhra Pradesh,Prakasam,Ongole,523183,,
Andhra Pradesh,Prakasam,Ongole,523186,,
Andhra Pradesh,Prakasam,Ongole,523211,,
Andhra Pradesh,Prakasam,Ongole,523212,,
Andhra Pradesh,Prakasam,Ongole,523213,,
Andhra Pradesh,Prakasam,Ongole,523225,,
Andhra Pradesh,Prakasam,Ongole,523226,,
Andhra Pradesh,Prakasam,Ongole,523260,,
Andhra Pradesh,Prakasam,Ongole,523261,,
Andhra Pradesh,Prakasam,Ongole,523262,,
Andhra Pradesh,Prakasam,Ongole,523263,,
Andhra Pradesh,Prakasam,Ongole,523264,,
Andhra Pradesh,Prakasam,Ongole,523280,,
Andhra Pradesh,Prakasam,Ongole,523286,,
Andhra Pradesh,Prakasam,Ongole,523301,,
Andhra Pradesh,Prakasam,Ongole,523302,,
Andhra Pradesh,Prakasam,Ongole,523303,,
Andhra Pradesh,Prakasam,,523272,,
Andhra Pradesh,Srikakulam,Amadalavalasa,532185,,
Andhra Pradesh,Srikakulam,Amadalavalasa,532186,,
Andhra Pradesh,Srikakulam,Amadalavalasa,532484,,
Andhra Pradesh,Srikakulam,Bhamani Mandal,532455,,
Andhra Pradesh,Srikakulam,Bhamini,532456,,
Andhra Pradesh,Srikakulam,Burja,532445,,
Andhra Pradesh,Srikakulam,Etcherla,532005,,
Andhra Pradesh,Srikakulam,Etcherla,532403,,
Andhra Pradesh,Srikakulam,Etcherla,532408,,
Andhra Pradesh,Srikakulam,Etcherla,532410,,
Andhra Pradesh,Srikakulam,Etcherla Mandal,532402,,
Andhra Pradesh,Srikakulam,G.sigadam Mandal,532168,,
Andhra Pradesh,Srikakulam,Ganguvada Sigadam Mandal,532148,,
Andhra Pradesh,Srikakulam,Gara,532404,,
Andhra Pradesh,Srikakulam,Gara,532405,,
Andhra Pradesh,Srikakulam,Gara,532406,,
Andhra Pradesh,Srikakulam,Gara Mandal,532401,,
Andhra Pradesh,Srikakulam,Hiramandalam,532459,,
Andhra Pradesh,Srikakulam,Hiramandalam Mandal,532214,,
Andhra Pradesh,Srikakulam,Hiramandalam Mandal,532428,,
Andhra Pradesh,Srikakulam,Ichchapuram,532312,,
Andhra Pradesh,Srikakulam,Jalumuru,532195,,
Andhra Pradesh,Srikakulam,Jalumuru,532427,,
Andhra Pradesh,Srikakulam,Jalumuru,532474,,
Andhra Pradesh,Srikakulam,Jalumuru Mandal,532425,,
Andhra Pradesh,Srikakulam,Jalumuru Mandal,532432,,
Andhra Pradesh,Srikakulam,Kanchili Mandal,532284,,
Andhra Pradesh,Srikakulam,Kanchili Mandal,532290,,
Andhra Pradesh,Srikakulam,Kanchili Mandal,532291,,
Andhra Pradesh,Srikakulam,Kanchili Mandal,532292,,
Andhra Pradesh,Srikakulam,Kaviti Mandal,532322,,
Andhra Pradesh,Srikakulam,Kotabommali Mandal,532203,,
Andhra Pradesh,Srikakulam,Kotabommali Mandal,532430,,
Andhra Pradesh,Srikakulam,Kotturu,532457,,
Andhra Pradesh,Srikakulam,Kotturu,532458,,
Andhra Pradesh,Srikakulam,Laveru Mandal,532407,,
Andhra Pradesh,Srikakulam,Mandasa,532242,,
Andhra Pradesh,Srikakulam,Mandasa,532243,,
Andhra Pradesh,Srikakulam,Mandasa Mandal,532264,,
Andhra Pradesh,Srikakulam,Meliaputti,532221,,
Andhra Pradesh,Srikakulam,Meliaputti Mandal,532215,,
Andhra Pradesh,Srikakulam,Meliaputti Mandal,532216,,
Andhra Pradesh,Srikakulam,Nandigam Mandal,532212,,
Andhra Pradesh,Srikakulam,Nandigam Mandal,532218,,
Andhra Pradesh,Srikakulam,Nandigam Mandal,532220,,
Andhra Pradesh,Srikakulam,Narasannapeta,532421,,
Andhra Pradesh,Srikakulam,Palakonda,532440,,
Andhra Pradesh,Srikakulam,Palakonda,532462,,
Andhra Pradesh,Srikakulam,Palasa,532222,,
Andhra Pradesh,Srikakulam,Pathapatnam,532213,,
Andhra Pradesh,Srikakulam,Polaki Mandal,532429,,
Andhra Pradesh,Srikakulam,Rajam,532127,,
Andhra Pradesh,Srikakulam,Rajam,535128,,
Andhra Pradesh,Srikakulam,Ranastalam,532409,,
Andhra Pradesh,Srikakulam,Regidi Amadalavalasa,532122,,
Andhra Pradesh,Srikakulam,Regidi Mandal,532123,,
Andhra Pradesh,Srikakulam,Santabommali Mandal,532211,,
Andhra Pradesh,Srikakulam,Saravakota Mandal,532426,,
Andhra Pradesh,Srikakulam,Sarubujjili,532190,,
Andhra Pradesh,Srikakulam,Seethampeta,532443,,
Andhra Pradesh,Srikakulam,Seethampeta,532460,,
Andhra Pradesh,Srikakulam,Sigadam,535125,,
Andhra Pradesh,Srikakulam,Sompeta Mandal,532263,,
Andhra Pradesh,Srikakulam,Srikakulam,532001,,
Andhra Pradesh,Srikakulam,Tekkali,532201,,
Andhra Pradesh,Srikakulam,Vajrapukotturu Mandal,532219,,
Andhra Pradesh,Srikakulam,Vangara,532461,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531001,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531002,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531011,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531019,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531020,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531021,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531030,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531031,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531032,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531033,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531035,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531055,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531060,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531061,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531081,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531082,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531083,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531126,,
Andhra Pradesh,Visakhapatnam,Anakapalle,531127,,
Andhra Pradesh,Visakhapatnam,Anandapuram,530052,,
Andhra Pradesh,Visakhapatnam,Ananthagiri,535145,,
Andhra Pradesh,Visakhapatnam,Apspqrs,535005,,
Andhra Pradesh,Visakhapatnam,Araku,531149,,
Andhra Pradesh,Visakhapatnam,Araku Valley,531151,,
Andhra Pradesh,Visakhapatnam,Bheemunipatnam,531162,,
Andhra Pradesh,Visakhapatnam,Bheemunipatnam,531163,,
